,Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),LGA Zone,Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time
2395,PP20151002448,2015-10-02,Femi Chukwu,Male,2349089270641,femi.chukwu13@yahoo.com,93255030665,Ikeja Division,Oshodi-Isolo,Belcher,94114.0,shower liner and shower valve,6.550944,3.304101,Other,2026-02-13 04:03:00
2396,PP20080917848,2008-09-17,Chisom Chukwu,Female,2349017420626,chisom.chukwu92@gmail.com,13271910827,Ikeja Division,Ikeja,Clay,94111.0,Underground water pipe burst near hospital entrance,6.600654,3.354143,Other,2026-02-13 04:03:00
2397,PP20190312890,2019-03-12,Tunde Nwosu,Male,2348033134719,tunde.nwosu15@gmail.com,60575892593,Ikeja Division,Oshodi-Isolo,11th,94122.0,Toilet overflow due to heavily blocked drain system,6.552099,3.29546,Other,2026-02-13 04:03:00
2398,PP20091123534,2009-11-23,Olamide Adeyemi,Male,2349029489483,olamide.adeyemi98@outlook.com,92766405524,Badagry Division,Badagry,16th,94103.0,High-pressure pipe burst affecting multiple residential buildings,6.419862,2.865506,Other,2026-02-13 04:03:00
2399,PP20081216681,2008-12-16,Chioma Ibrahim,Female,2349094834433,chioma.ibrahim31@gmail.com,86785494431,Badagry Division,Amuwo-Odofin,Ashton,94112.0,Underground water pipe burst near hospital entrance,6.429496,3.257392,Other,2026-02-13 04:03:00
2400,PP20111109369,2011-11-09,Chukwudi Ojo,Male,2349045650162,chukwudi.ojo68@gmail.com,66777853145,Ikeja Division,Mushin,Great,94121.0,Underground water pipe burst near hospital entrance,6.53237,3.354026,Other,2026-02-13 04:03:00
2401,PP20180607097,2018-06-07,Zainab Akinyemi,Female,2348121534520,zainab.akinyemi76@gmail.com,65336029116,Ikeja Division,Ikeja,Kate,94103.0,Sewer overflow spreading wastewater near market area,6.587846,3.344421,Other,2026-02-13 04:03:00
2402,PP20170831396,2017-08-31,Chisom Ibrahim,Female,2348052536137,chisom.ibrahim11@hotmail.com,42882128723,Lagos Island Division,Lagos Mainland,Haight,94117.0,Persistent dripping tap in kitchen wasting water daily,6.521773,3.363241,Other,2026-02-13 04:03:00
2403,PP20150211947,2015-02-11,Zainab Ojo,Female,2348135929120,zainab.ojo31@outlook.com,43181487029,Ikeja Division,Ifako-Ijaiye,Larkin,94109.0,Septic tank backflow causing strong sewage odor indoors,6.66241,3.335123,Other,2026-02-13 04:03:00
2404,PP20171026896,2017-10-26,Kelechi Abiola,Male,2348021287866,kelechi.abiola67@gmail.com,82326838118,Badagry Division,Ajeromi-Ifelodun,Bush,94109.0,High-pressure pipe burst affecting multiple residential buildings,6.480973,3.329106,Other,2026-02-13 04:03:00
2405,PP20180308488,2018-03-08,Olamide Ajayi,Male,2349046340321,olamide.ajayi95@outlook.com,64483052138,Badagry Division,Ajeromi-Ifelodun,Geary,94102.0,High-pressure pipe burst affecting multiple residential buildings,6.474265,3.314159,Other,2026-02-13 04:03:00
2406,PP20140430366,2014-04-30,Bola Eze,Female,2348037078509,bola.eze13@yahoo.com,76106947494,Lagos Island Division,Lagos Mainland,Commercial,94111.0,Open manhole with visible sewage leakage on street,6.530995,3.371161,Other,2026-02-13 04:03:00
2407,PP20140625813,2014-06-25,Ngozi Okoye,Female,2349064864131,ngozi.okoye22@gmail.com,78176723646,Ikeja Division,Ifako-Ijaiye,31st,94122.0,Bathroom floor drain completely clogged with wastewater backup,6.672873,3.326122,Other,2026-02-13 04:03:00
2408,PP20130429347,2013-04-29,Chukwudi Oladipo,Male,2348111110871,chukwudi.oladipo96@hotmail.com,53155505194,Epe Division,Ibeju-Lekki,Washington,94118.0,High-pressure pipe burst affecting multiple residential buildings,6.483204,3.576256,Other,2026-02-13 04:03:00
2409,PP20081002562,2008-10-02,Tunde Ekanem,Male,2348034317733,tunde.ekanem86@hotmail.com,69048219120,Lagos Island Division,Surulere,Mclaren,94121.0,Sewer overflow spreading wastewater near market area,6.503176,3.358005,Other,2026-02-13 04:03:00
2410,PP20080508512,2008-05-08,Chinedu Akinyemi,Male,2348113982172,chinedu.akinyemi42@yahoo.com,15731424234,Badagry Division,Ojo,Fell,94102.0,Public tap pipe severely damaged in residential community,6.459417,3.181161,Other,2026-02-13 04:03:00
2411,PP20140924365,2014-09-24,Ngozi Ibrahim,Female,2348151774854,ngozi.ibrahim47@yahoo.com,61555624886,Ikeja Division,Mushin,40th,94121.0,Water heater pipe leakage soaking utility area,6.518843,3.354459,Other,2026-02-13 04:03:00
2412,PP20110201751,2011-02-01,Kelechi Afolabi,Male,2348056836210,kelechi.afolabi38@yahoo.com,82606226730,Lagos Island Division,Eti-Osa,09th,94122.0,Underground water pipe burst near hospital entrance,6.432474,3.424312,Other,2026-02-13 04:03:00
2413,PP20090225481,2009-02-25,Femi Eze,Male,2348084128260,femi.eze70@hotmail.com,49382392264,Ikeja Division,Mushin,Vienna,94112.0,Water pipeline rupture near highway causing erosion,6.528145,3.36258,Other,2026-02-13 04:03:00
2414,PP20080701121,2008-07-01,Ifeanyi Mohammed,Male,2349068769731,ifeanyi.mohammed20@yahoo.com,43970884011,Lagos Island Division,Eti-Osa,Oneida,94112.0,Severe shower pipe rupture flooding entire bathroom,6.442335,3.411394,Other,2026-02-13 04:03:00
2415,PP20091106205,2009-11-06,Amaka Nwosu,Female,2348168236179,amaka.nwosu54@gmail.com,59827143430,Epe Division,Ibeju-Lekki,06th,94103.0,Blocked drainage channel causing street-level flooding,6.478688,3.573137,Other,2026-02-13 04:03:00
2416,PP20151109421,2015-11-09,Oluwaseun Okafor,Male,2349074870848,oluwaseun.okafor21@hotmail.com,5763475757,Lagos Island Division,Surulere,Cortland,94110.0,Flooding due to collapsed drainage system after rainfall,6.502779,3.366997,Other,2026-02-13 04:03:00
2417,PP20110419573,2011-04-19,Femi Oladipo,Male,2349089927669,femi.oladipo29@outlook.com,39124340011,Ikeja Division,Oshodi-Isolo,Chilton,94131.0,High-pressure pipe burst affecting multiple residential buildings,6.534487,3.30903,Other,2026-02-13 04:03:00
2418,PP20090331263,2009-03-31,Opeyemi Okafor,Female,2348031113614,opeyemi.okafor80@yahoo.com,79351063318,Ikeja Division,Agege,Dartmouth,94134.0,Persistent dripping tap in kitchen wasting water daily,6.610815,3.328412,Other,2026-02-13 04:03:00
2419,PP20100318733,2010-03-18,Kunle Mohammed,Male,2348166878620,kunle.mohammed52@gmail.com,14522544487,Lagos Island Division,Lagos Mainland,London,94112.0,Water pipeline rupture near highway causing erosion,6.537909,3.372663,Other,2026-02-13 04:03:00
2420,PP20160706886,2016-07-06,Ngozi Nwosu,Female,2349096510933,ngozi.nwosu30@gmail.com,35457551626,Ikeja Division,Mushin,Webster,94115.0,Open manhole with visible sewage leakage on street,6.519236,3.355357,Other,2026-02-13 04:03:00
2421,PP20150501225,2015-05-01,Zainab Chukwu,Female,2349054878968,zainab.chukwu41@gmail.com,43907197626,Ikeja Division,Alimosho,Naples,94112.0,Water main leakage along roadside causing traffic obstruction,6.615856,3.293584,Other,2026-02-13 04:03:00
2422,PP20130614640,2013-06-14,Kelechi Abiola,Male,2348058185319,kelechi.abiola85@gmail.com,4112613306,Badagry Division,Amuwo-Odofin,Powell,94102.0,Water pipeline rupture near highway causing erosion,6.461664,3.25531,Other,2026-02-13 04:03:00
2423,PP20130114406,2013-01-14,Aisha Okafor,Female,2348054862317,aisha.okafor68@hotmail.com,30273067486,Lagos Island Division,Lagos Island,Caselli,94114.0,High-pressure pipe burst affecting multiple residential buildings,6.432318,3.389405,Other,2026-02-13 04:03:00
2424,PP20090812300,2009-08-12,Chukwudi Ekanem,Male,2349052440459,chukwudi.ekanem12@outlook.com,38571424750,Ikeja Division,Ifako-Ijaiye,Grove,94117.0,Public tap pipe severely damaged in residential community,6.664182,3.333394,Other,2026-02-13 04:03:00
2425,PP20140207989,2014-02-07,Yetunde Nnamdi,Female,2349091294244,yetunde.nnamdi60@hotmail.com,69003879250,Epe Division,Ibeju-Lekki,Burnett,94131.0,Sudden burst water pipe inside bathroom wall causing flooding,6.443752,3.61049,Other,2026-02-13 04:03:00
2426,PP20160919077,2016-09-19,Opeyemi Oladipo,Female,2349079872020,opeyemi.oladipo17@yahoo.com,90545841017,Ikeja Division,Oshodi-Isolo,Post,94109.0,Cracked underground pipe slowly flooding compound,6.55891,3.309589,Other,2026-02-13 04:03:00
2427,PP20130809154,2013-08-09,Chisom Afolabi,Female,2348158275287,chisom.afolabi55@yahoo.com,5498344118,Epe Division,Epe,01st,94105.0,"new fixture on kitchen sink, dishwasher and stove",6.595816,4.007037,Other,2026-02-13 04:03:00
2428,PP20120807610,2012-08-07,Emeka Abiola,Male,2348056417033,emeka.abiola15@hotmail.com,25334466053,Ikeja Division,Agege,Whitney,94131.0,Cracked underground pipe slowly flooding compound,6.624207,3.345488,Other,2026-02-13 04:03:00
2429,PP20090714670,2009-07-14,Ifeanyi Ibrahim,Male,2349094306919,ifeanyi.ibrahim67@gmail.com,15611968227,Ikorodu Division,Ikorodu,Dolores,94103.0,Water main leakage along roadside causing traffic obstruction,6.620707,3.509085,Other,2026-02-13 04:03:00
2430,PP20100324866,2010-03-24,Seyi Ekanem,Male,2348054797185,seyi.ekanem88@outlook.com,18678257052,Badagry Division,Ojo,28th,94121.0,Toilet overflow due to heavily blocked drain system,6.456242,3.174739,Other,2026-02-13 04:03:00
2431,PP20110105149,2011-01-05,Chioma Umeh,Female,2348113244367,chioma.umeh63@hotmail.com,78416550055,Ikorodu Division,Ikorodu,Montgomery,94104.0,Flooding due to collapsed drainage system after rainfall,6.61253,3.496994,Other,2026-02-13 04:03:00
2432,PP20190402561,2019-04-02,Temitope Ajayi,Female,2348174866739,temitope.ajayi50@hotmail.com,37859771300,Epe Division,Ibeju-Lekki,Montecito,94112.0,bathroom remodel 64 sq ft remove tub and replace with shower stall; add stacked washer & dryer unit,6.469241,3.568153,Other,2026-02-13 04:03:00
2433,PP20180702817,2018-07-02,Ayomide Okafor,Male,2348084081572,ayomide.okafor79@hotmail.com,56478305013,Ikeja Division,Mushin,Mission,94110.0,final inspection,6.529209,3.354237,Other,2026-02-13 04:03:00
2434,PP20150707084,2015-07-07,Chinedu Adebisi,Male,2348076340369,chinedu.adebisi36@outlook.com,35725213312,Epe Division,Ibeju-Lekki,18th,94121.0,remodel and fix sewer pipe of the half bathroom on second floor.,6.471469,3.579779,Other,2026-02-13 04:03:00
2435,PP20181126883,2018-11-26,Amaka Ojo,Female,2348099935407,amaka.ojo86@gmail.com,89896147005,Lagos Island Division,Apapa,33rd,94116.0,"install water heater. add 3 and half bathrooms and remodel one bathroom, remodel kitchen. new underground new line inside house, install toilets, sinks, faucet.",6.479569,3.372601,Other,2026-02-13 04:03:00
2436,PP20080827756,2008-08-27,Tunde Balogun,Male,2349064996927,tunde.balogun32@yahoo.com,66293893456,Lagos Island Division,Lagos Island,Kearny,94108.0,Persistent dripping tap in kitchen wasting water daily,6.441655,3.397029,Other,2026-02-13 04:03:00
2437,PP20080306648,2008-03-06,Uche Eze,Male,2349041136938,uche.eze23@gmail.com,46164945834,Ikeja Division,Kosofe,Eddy,94109.0,Flooding due to collapsed drainage system after rainfall,6.57722,3.406555,Other,2026-02-13 04:03:00
2438,PP20150928318,2015-09-28,Adebayo Adebisi,Male,2349015359898,adebayo.adebisi76@yahoo.com,42203819388,Lagos Island Division,Eti-Osa,Lobos,94112.0,Cracked underground pipe slowly flooding compound,6.419699,3.426222,Other,2026-02-13 04:03:00
2439,PP20121107891,2012-11-07,Temitope Adebisi,Female,2348118282924,temitope.adebisi85@gmail.com,71251203500,Ikeja Division,Agege,Villa,94114.0,Sewer overflow spreading wastewater near market area,6.608686,3.345678,Other,2026-02-13 04:03:00
2440,PP20120713008,2012-07-13,Chukwudi Afolabi,Male,2349058073965,chukwudi.afolabi74@hotmail.com,76664362810,Lagos Island Division,Eti-Osa,Golden Gate,94115.0,Water pipeline rupture near highway causing erosion,6.443038,3.435639,Other,2026-02-13 04:03:00
2441,PP20180321890,2018-03-21,Ijeoma Chukwu,Female,2348175635241,ijeoma.chukwu33@gmail.com,75398400605,Lagos Island Division,Surulere,Polk,94109.0,Major pipe burst near primary school disrupting access road,6.488376,3.365554,Other,2026-02-13 04:03:00
2442,PP20110110231,2011-01-10,Chioma Ekanem,Female,2348058521494,chioma.ekanem82@yahoo.com,69422107813,Badagry Division,Badagry,Cabrillo,94121.0,Severe shower pipe rupture flooding entire bathroom,6.421325,2.880258,Other,2026-02-13 04:03:00
2443,PP20141218597,2014-12-18,Opeyemi Yakubu,Female,2348192684329,opeyemi.yakubu10@yahoo.com,23372252433,Ikorodu Division,Ikorodu,Inverness,94132.0,Blocked drainage channel causing street-level flooding,6.611682,3.526595,Other,2026-02-13 04:03:00
2444,PP20140424211,2014-04-24,Chisom Abiola,Female,2348158667903,chisom.abiola48@yahoo.com,18446250448,Lagos Island Division,Apapa,29th,94122.0,"new plumbing in downstairs, bathroom and kitchen remodel bath shower pan, 3 sinks, 2 toilets, dishwasher, faucets",6.451075,3.36536,Other,2026-02-13 04:03:00
2445,PP20180607088,2018-06-07,Amaka Ekanem,Female,2349044021642,amaka.ekanem53@outlook.com,47251854802,Ikeja Division,Mushin,North Point,94109.0,inspect 2 water heaters. installed by old permit. install 1 new water heater (electric) in lower floor.,6.519079,3.342407,Other,2026-02-13 04:03:00
2446,PP20101012440,2010-10-12,Femi Okoye,Male,2349070050350,femi.okoye14@outlook.com,18554331652,Ikeja Division,Kosofe,Victoria,94132.0,Water heater pipe leakage soaking utility area,6.577606,3.41546,Other,2026-02-13 04:03:00
2447,PP20111103211,2011-11-03,Chukwudi Akinyemi,Male,2348113885604,chukwudi.akinyemi77@hotmail.com,68909710816,Ikeja Division,Mushin,30th,94116.0,Open manhole with visible sewage leakage on street,6.516658,3.354502,Other,2026-02-13 04:03:00
2448,PP20170502013,2017-05-02,Chinedu Adeyemi,Male,2348059953863,chinedu.adeyemi81@hotmail.com,60906532442,Ikeja Division,Alimosho,Pierce,94123.0,Bathroom floor drain completely clogged with wastewater backup,6.592115,3.2838,Other,2026-02-13 04:03:00
2449,PP20160628655,2016-06-28,Amaka Ajayi,Female,2348135126396,amaka.ajayi74@gmail.com,52325820643,Ikeja Division,Ifako-Ijaiye,45th,94121.0,"kitchen, replace cabinet, sink, fauct, stove, water heater in garage, new washer and dryer in garage",6.676509,3.334638,Other,2026-02-13 04:03:00
2450,PP20130603287,2013-06-03,Opeyemi Ogunleye,Female,2349084045171,opeyemi.ogunleye88@hotmail.com,26131972434,Ikeja Division,Agege,Bay,94123.0,bathroom: replace new fixtures on showers & vanity cabinet,6.611581,3.325822,Other,2026-02-13 04:03:00
2451,PP20191202595,2019-12-02,Temitope Ojo,Female,2348178127503,temitope.ojo24@yahoo.com,37504025823,Epe Division,Ibeju-Lekki,Clement,94121.0,Sudden burst water pipe inside bathroom wall causing flooding,6.459726,3.581267,Other,2026-02-13 04:03:00
2452,PP20090223421,2009-02-23,Zainab Afolabi,Female,2349042028106,zainab.afolabi15@yahoo.com,90916708503,Lagos Island Division,Lagos Mainland,Marcela,94116.0,Water pipeline rupture near highway causing erosion,6.530845,3.388482,Other,2026-02-13 04:03:00
2453,PP20080509548,2008-05-09,Uche Okoye,Male,2349064104938,uche.okoye78@outlook.com,36098092003,Ikeja Division,Alimosho,Jessie,94105.0,Sewer overflow spreading wastewater near market area,6.604035,3.283465,Other,2026-02-13 04:03:00
2454,PP20151217415,2015-12-17,Olamide Umeh,Male,2349049138727,olamide.umeh48@gmail.com,18021084576,Lagos Island Division,Apapa,23rd,94116.0,"remodel kitchen, add half bath 1st floor, bathroom remodel on 1st floor.",6.451478,3.350765,Other,2026-02-13 04:03:00
2455,PP20130930612,2013-09-30,Chioma Nwosu,Female,2348151249970,chioma.nwosu38@gmail.com,68297573029,Ikeja Division,Ikeja,Diamond,94131.0,"3 bathrooms with 2 shower pans, 1 kitchen, 1 h.e water heater/domesetic boiler 110btu, wet bar, radiant heating.",6.596617,3.364753,Other,2026-02-13 04:03:00
2456,PP20120604071,2012-06-04,Adebayo Okoye,Male,2349030045054,adebayo.okoye97@yahoo.com,20458735208,Lagos Island Division,Eti-Osa,23rd,94116.0,Open manhole with visible sewage leakage on street,6.441371,3.42348,Other,2026-02-13 04:03:00
2457,PP20091214935,2009-12-14,Bola Ogunleye,Female,2348069478152,bola.ogunleye40@hotmail.com,75248615890,Badagry Division,Amuwo-Odofin,Leavenworth,94133.0,Cracked underground pipe slowly flooding compound,6.437281,3.252114,Other,2026-02-13 04:03:00
2458,PP20180827307,2018-08-27,Oluwaseun Ekanem,Male,2348171037249,oluwaseun.ekanem24@hotmail.com,48229828927,Lagos Island Division,Surulere,16th,94114.0,Open manhole with visible sewage leakage on street,6.507527,3.357044,Other,2026-02-13 04:03:00
2459,PP20080923099,2008-09-23,Temitope Ogunleye,Female,2349044877001,temitope.ogunleye29@hotmail.com,98208653468,Lagos Island Division,Lagos Mainland,Moultrie,94110.0,Open manhole with visible sewage leakage on street,6.537911,3.392127,Other,2026-02-13 04:03:00
2460,PP20190918488,2019-09-18,Chinedu Ogunleye,Male,2349079038125,chinedu.ogunleye67@gmail.com,53392135017,Epe Division,Epe,Market,94103.0,Cracked underground pipe slowly flooding compound,6.600637,3.986652,Other,2026-02-13 04:03:00
2461,PP20180806721,2018-08-06,Emeka Eze,Male,2348159238894,emeka.eze70@gmail.com,20121339102,Ikorodu Division,Ikorodu,Market,94102.0,Water heater pipe leakage soaking utility area,6.625274,3.524642,Other,2026-02-13 04:03:00
2462,PP20140731881,2014-07-31,Femi Nwosu,Male,2349068767444,femi.nwosu19@gmail.com,35413536559,Badagry Division,Amuwo-Odofin,Jerrold,94124.0,Low water pressure affecting entire household supply,6.454474,3.244988,Other,2026-02-13 04:03:00
2463,PP20191219121,2019-12-19,Ifeanyi Ibrahim,Male,2348195477159,ifeanyi.ibrahim62@outlook.com,16857553593,Lagos Island Division,Apapa,16th,94122.0,Sewer overflow spreading wastewater near market area,6.444315,3.361386,Other,2026-02-13 04:03:00
2464,PP20131230994,2013-12-30,Yetunde Nwosu,Female,2349095206949,yetunde.nwosu80@gmail.com,95061589234,Badagry Division,Badagry,Alabama,94110.0,Open manhole with visible sewage leakage on street,6.402094,2.883567,Other,2026-02-13 04:03:00
2465,PP20130228686,2013-02-28,Opeyemi Akinyemi,Female,2349047440146,opeyemi.akinyemi85@hotmail.com,79572285734,Ikeja Division,Oshodi-Isolo,Blanken,94134.0,Sewer overflow spreading wastewater near market area,6.564565,3.286187,Other,2026-02-13 04:03:00
2466,PP20190227526,2019-02-27,Emeka Ajayi,Male,2349020128737,emeka.ajayi24@outlook.com,86468223964,Lagos Island Division,Lagos Island,Stockton,94108.0,Underground water pipe burst near hospital entrance,6.469445,3.405924,Other,2026-02-13 04:03:00
2467,PP20150917060,2015-09-17,Opeyemi Oladipo,Female,2348158257968,opeyemi.oladipo81@outlook.com,43721373748,Ikeja Division,Mushin,Broderick,94123.0,Low water pressure affecting entire household supply,6.522702,3.360034,Other,2026-02-13 04:03:00
2468,PP20180726455,2018-07-26,Tunde Owolabi,Male,2349060845113,tunde.owolabi52@hotmail.com,17614587609,Lagos Island Division,Surulere,Cornwall,94118.0,Underground water pipe burst near hospital entrance,6.496931,3.3731,Other,2026-02-13 04:03:00
2469,PP20100615776,2010-06-15,Kelechi Ajayi,Male,2348064609387,kelechi.ajayi60@outlook.com,20952191708,Lagos Island Division,Lagos Island,Mendell,94124.0,Major pipe burst near primary school disrupting access road,6.463927,3.380699,Other,2026-02-13 04:03:00
2470,PP20130129830,2013-01-29,Obinna Owolabi,Male,2348055876604,obinna.owolabi68@gmail.com,60441068763,Ikeja Division,Oshodi-Isolo,Whitney,94131.0,Low water pressure affecting entire household supply,6.559473,3.306044,Other,2026-02-13 04:03:00
